"Name","Mass","Differentiated","Undiff_Type","Ordinary_Type"
"Queen Alexandra Range 99528",0.78845736036427,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99529",1.48160454092422,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99530",1.82454929205105,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99531",0.470003629245736,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99532",0.470003629245736,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99533",1.82454929205105,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99534",1.82454929205105,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99535",-0.105360515657826,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99536",-1.6094379124341,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99537",0.182321556793955,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99538",0.832909122935104,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99539",1.1314021114911,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99540",1.75785791755237,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99541",1.22377543162212,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99542",1.22377543162212,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99543",-0.22314355131421,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99544",0.741937344729377,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99545",0.8754687373539,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99546",1.54756250871601,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99547",1.54756250871601,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99548",1.16315080980568,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99549",1.85629799036563,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99550",1.85629799036563,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99551",-0.22314355131421,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99552",2.18605127673809,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99553",0.916290731874155,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99554",1.64865862558738,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99555",2.59525470695687,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99556",2.41591377830105,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99557",2.41591377830105,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99558",0.916290731874155,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99559",0.916290731874155,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99560",1.1314021114911,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99561",1.43508452528932,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99562",1.43508452528932,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99563",-0.356674943938732,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99564",0.0953101798043249,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99565",-0.693147180559945,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99566",-0.693147180559945,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99567",0.741937344729377,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99568",1.33500106673234,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99569",1.33500106673234,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99570",2.57261223020711,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99571",3.51154543883102,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99572",3.22286784613774,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99573",3.28840188751681,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99574",2.34180580614733,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99575",2.58776403522771,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99576",4.00733318523247,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99577",3.63230910262554,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99578",3.4626060097908,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99579",3.29583686600433,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99580",3.13549421592915,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99581",2.56494935746154,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99582",2.24070968927596,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99583",3.36384159511839,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99584",2.77881927199042,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99585",2.45958884180371,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99586",2.45100509811232,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99587",1.85629799036563,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99588",3.26193531432865,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99589",3.65842024662923,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99590",0.262364264467491,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99591",0.0953101798043249,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99592",1.02961941718116,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99593",0.587786664902119,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99594",1.77495235091167,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99595",1.77495235091167,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99596",2.00148000021012,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99597",2.00148000021012,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99598",1.30833281965018,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99599",1.48160454092422,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99600",4.78415284151653,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99601",5.11439452838711,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99602",5.52186083788357,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99603",5.05497110791631,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99604",4.91559174540936,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99605",5.75415868198127,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99606",4.88355921152828,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99607",5.10533922956555,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99608",5.24491658982092,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99609",3.19867311755068,"Differentiated",NA,NA
"Queen Alexandra Range 99610",4.08597631255158,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99611",4.49535531998088,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99612",4.16355963124357,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99613",3.62700405039585,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99614",3.44041809481544,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99615",3.84801767545223,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99616",3.32503602069659,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99617",3.5918177412708,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99618",3.29583686600433,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99619",3.94739014926544,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99620",3.37758751602302,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99621",3.07269331469012,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99622",3.39450839351136,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99623",1.70474809223843,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99624",1.45861502269952,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99625",1.75785791755237,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99626",1.58923520511658,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99627",1.22377543162212,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99628",2.2512917986065,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99629",1.82454929205105,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99630",0.916290731874155,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99631",0.0953101798043249,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99632",0.0953101798043249,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99633",0.336472236621213,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99634",0.262364264467491,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99635",0.262364264467491,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99636",0.182321556793955,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99637",1.3609765531356,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99638",1.62924053973028,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99639",1.33500106673234,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99640",1.09861228866811,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99641",1.52605630349505,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99642",3.02529107579554,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99643",1.52605630349505,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99644",0.832909122935104,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99645",1.02961941718116,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99646",1.82454929205105,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99647",2.90690105984738,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99648",2.90690105984738,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99649",0.470003629245736,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99650",0.262364264467491,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99651",1.28093384546206,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99652",0.78845736036427,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99653",1.56861591791385,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99654",1.62924053973028,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99655",0.832909122935104,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99656",1.22377543162212,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99657",0.336472236621213,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99658",2.17475172148416,"Differentiated",NA,NA
"Queen Alexandra Range 99659",1.98787434815435,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99660",2.31253542384721,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99661",0.955511445027436,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99662",2.54944517092557,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99663",3.21486780347066,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99664",1.52605630349505,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99665",1.88706964903238,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99666",2.33214389523559,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99667",2.31253542384721,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99668",2.70805020110221,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99669",3.53222564406856,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99670",0.8754687373539,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99671",0.8754687373539,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99672",0,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99673",0.78845736036427,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99674",0.131028262406404,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99675",0.53062825106217,"Undifferentiated","Carbonaceous",NA
"Queen Alexandra Range 99676",0.53062825106217,"Undifferentiated","Carbonaceous",NA
"Queen Alexandra Range 99677",0.262364264467491,"Undifferentiated","Carbonaceous",NA
"Queen Alexandra Range 99678",0.470003629245736,"Undifferentiated","Carbonaceous",NA
"Queen Alexandra Range 99679",1.30833281965018,"Undifferentiated","Carbonaceous",NA
"Queen Alexandra Range 99680",2.75366071235426,"Undifferentiated","Carbonaceous",NA
"Queen Alexandra Range 99681",1.38629436111989,"Undifferentiated","Carbonaceous",NA
"Queen Alexandra Range 99682",3.50855589998265,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99683",3.76815263500844,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99684",4.15575319035074,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99685",2.19722457733622,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99686",2.89591193827178,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99687",2.40694510831829,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99688",2.36085400111802,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99689",1.97408102602201,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99690",0.916290731874155,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99691",0.8754687373539,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99692",1.25276296849537,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99693",0.832909122935104,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99694",1.09861228866811,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99695",1.09861228866811,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99696",0.53062825106217,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99697",2.04122032885964,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99698",1.22377543162212,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99699",3.15700042115011,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99700",1.33500106673234,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99701",1.3609765531356,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99702",0.470003629245736,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99703",0.741937344729377,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99704",1.43508452528932,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99705",2.12823170584927,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99706",0.641853886172395,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99707",1.19392246847243,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99708",0.641853886172395,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99709",1.1314021114911,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99710",2.12823170584927,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99711",1.64865862558738,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99712",1.64865862558738,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99713",0.405465108108164,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99714",1.09861228866811,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99715",0.916290731874155,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99716",0.916290731874155,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99717",1.62924053973028,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99718",1.06471073699243,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99719",1.06471073699243,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99720",3.14415227867226,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99721",2.66722820658195,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99722",2.71469474382088,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99723",2.01490302054226,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99724",1.22377543162212,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99725",0.993251773010283,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99726",0.993251773010283,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99727",-1.6094379124341,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99728",-0.693147180559945,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99729",-0.22314355131421,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99730",1.98787434815435,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99731",2.51769647261099,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99732",1.30833281965018,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99733",2.26176309847379,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99734",2.3887627892351,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99735",2.92852352386054,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99736",1.64865862558738,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99737",1.41098697371026,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99738",1.80828877117927,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99739",1.54756250871601,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99740",0.854415328156068,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99741",1.54756250871601,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99742",-0.693147180559945,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99743",-1.20397280432594,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99744",0.182321556793955,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99745",0.262364264467491,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99746",1.22377543162212,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99747",1.22377543162212,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99748",0,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99749",0.693147180559945,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99750",-0.673344553263766,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99751",0.22314355131421,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99752",0.322083499169113,"Undifferentiated","Carbonaceous",NA
"Queen Alexandra Range 99753",1.25846098961001,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99754",-0.478035800943,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99755",-0.0202027073175195,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99756",0.832909122935104,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99757",0.398776119957368,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99758",-0.798507696217772,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99759",0.53062825106217,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99760",1.19392246847243,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99761",1.62924053973028,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99762",1.82454929205105,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99763",0.405465108108164,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99764",0.405465108108164,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99765",1.66770682055808,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99766",0.741937344729377,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99767",0.262364264467491,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99768",0.405465108108164,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99769",0.916290731874155,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99770",0.916290731874155,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99771",-0.510825623765991,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99772",1.25276296849537,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99773",0.336472236621213,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99774",1.1314021114911,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99775",1.1314021114911,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99776",1.1314021114911,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99777",1.43508452528932,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99778",2.60268968544438,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99779",1.93152141160321,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99780",4.91632461462501,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99781",4.24420031776648,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99782",3.66612246699132,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99783",3.54124913710991,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99784",3.89182029811063,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99785",3.18221184049661,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99786",4.5685062016165,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99787",3.51749783735832,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99788",2.72785282839839,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99789",2.64617479738412,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99790",2.18605127673809,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99791",2.26176309847379,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99792",2.21920348405499,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99793",0.576613364303994,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99794",0.122217632724249,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99795",1.02961941718116,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99796",1.33500106673234,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99797",0.113328685307003,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99798",0.993251773010283,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99799",2.11625551480255,"Differentiated",NA,NA
"Queen Alexandra Range 99800",2.70805020110221,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99801",0.741937344729377,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99802",1.30833281965018,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99803",0.993251773010283,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99804",0.832909122935104,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99805",0.405465108108164,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99806",0.262364264467491,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99807",3.10906095886099,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99808",2.63188884013665,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99809",1.09861228866811,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99810",2.31253542384721,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99811",1.28093384546206,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99812",1.28093384546206,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99813",0.336472236621213,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99814",0.741937344729377,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99815",1.43508452528932,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99816",1.43508452528932,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99817",-0.693147180559945,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99819",-0.916290731874155,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99820",3.64283551561253,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99821",3.70376806660769,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99822",3.15059698411491,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99823",3.73766961828337,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99824",3.12236492448736,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99825",3.88977739648083,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99826",3.68386691229039,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99827",3.9926809084456,"Undifferentiated","Ordinary","LL Meteorite"
