"Name","Mass","Differentiated","Undiff_Type","Ordinary_Type"
"Queen Alexandra Range 97444",4.33073334028633,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97445",3.57794789340665,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97446",3.02042488614436,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97447",3.11794990627824,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97448",2.85647020622048,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97449",2.3887627892351,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97450",2.46809953147162,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97451",3.20680324363393,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97452",1.98787434815435,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97453",2.10413415427021,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97454",2.28238238567653,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97455",2.60268968544438,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97456",1.33500106673234,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 97457",0.470003629245736,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97458",0.405465108108164,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97459",0.8754687373539,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97460",1.85629799036563,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97461",2.79116510781272,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97462",2.50959926237837,"Undifferentiated","Enstatite",NA
"Queen Alexandra Range 97463",1.09861228866811,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97464",0.832909122935104,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97465",2.63188884013665,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97466",3.4307561839037,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97467",1.97408102602201,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97468",2.12823170584927,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97469",3.16547504814109,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97470",3.96461545554732,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97471",3.30688670219091,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97472",2.83907846350861,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97473",1.58923520511658,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 97474",2.00148000021012,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97475",1.97408102602201,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97476",3.51749783735832,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97477",4.30945594183905,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 97478",4.42484663185681,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 97479",4.42484663185681,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97480",2.31253542384721,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97481",2.24070968927596,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97482",3.32143241319329,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97483",3.32143241319329,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97484",-0.693147180559945,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97485",0.182321556793955,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97486",1.43508452528932,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97487",3.10009228887823,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97488",1.02961941718116,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97489",0.262364264467491,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97490",4.62301010411642,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97491",4.62301010411642,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97492",2.18605127673809,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97493",2.12823170584927,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97494",1.28093384546206,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97495",3.54095932403731,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97496",0.8754687373539,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97497",0.182321556793955,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97498",0.0953101798043249,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97499",0.0953101798043249,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97500",1.06471073699243,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97501",3.87743156065853,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97502",0.182321556793955,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97503",1.56861591791385,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97504",2.7408400239252,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97505",0.470003629245736,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97506",0.955511445027436,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97507",1.62924053973028,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97508",0.53062825106217,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97509",0.53062825106217,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97510",0.8754687373539,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97511",0.8754687373539,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97512",-0.22314355131421,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97513",1.41098697371026,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97514",3.74950407593037,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97515",3.36729582998647,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97516",0.182321556793955,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97517",0.182321556793955,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97518",1.19392246847243,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97519",1.90210752639692,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97520",0.78845736036427,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97521",3.72328088083127,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97522",3.65065824129374,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97523",3.27714473299218,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97524",4.38825718442452,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97525",4.86753445045558,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97526",3.5055573969864,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97527",3.22684399451738,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97528",2.72785282839839,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97529",3.11351530921037,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97530",1.06471073699243,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97531",0.78845736036427,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97532",1.64865862558738,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97533",2.23001440015921,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 97534",0.78845736036427,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97535",0.741937344729377,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97536",0.405465108108164,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97537",2.79116510781272,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97538",1.52605630349505,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 97539",0.0953101798043249,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97540",0.741937344729377,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97541",1.28093384546206,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97542",2.50959926237837,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97543",0.182321556793955,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97544",2.2082744135228,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97545",1.1314021114911,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 97546",1.25276296849537,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97547",1.25276296849537,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97548",0.693147180559945,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97549",2.15176220325946,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97550",3.91999117507732,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 97551",3.37416870927424,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97552",3.35340671782581,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97553",4.36691299686383,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97554",3.62700405039585,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97555",4.57367951889672,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 97556",4.36309862478836,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 97557",3.26193531432865,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99389",1.19392246847243,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99390",1.19392246847243,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99391",-0.356674943938732,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99392",0.262364264467491,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99393",1.50407739677627,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99394",0.0953101798043249,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99395",1.16315080980568,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99396",0.53062825106217,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99397",1.50407739677627,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99398",2.21920348405499,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99399",1.30833281965018,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99400",0.8754687373539,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99401",0.336472236621213,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99402",0.336472236621213,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99403",-0.356674943938732,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99404",-0.22314355131421,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99405",0,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99406",0.78845736036427,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99407",0.832909122935104,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99408",1.1314021114911,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99410",1.1314021114911,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99411",1.1314021114911,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99412",0.832909122935104,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99413",0.916290731874155,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99414",0.916290731874155,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99415",0.78845736036427,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99416",2.06686275947298,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99417",2.17475172148416,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99418",0.587786664902119,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99419",1.90210752639692,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99420",0.732367893713227,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99421",0.678033542749897,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99422",1.03318448334565,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99423",-0.385662480811985,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99424",1.49514876603197,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99425",-1.38629436111989,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99426",0.783901543828409,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99427",-1.89711998488588,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99428",1.53901544813755,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99429",1.16002091679675,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99430",1.98787434815435,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99431",1.19392246847243,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99432",2.31253542384721,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99433",1.09861228866811,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99434",0.262364264467491,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99435",0.262364264467491,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99436",1.09861228866811,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99437",2.24070968927596,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99438",1.62924053973028,"Undifferentiated","Enstatite",NA
"Queen Alexandra Range 99439",1.54756250871601,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99440",3.41772668361337,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99443",2.16332302566054,"Undifferentiated","Carbonaceous",NA
"Queen Alexandra Range 99444",3.51452606696916,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99445",4.45550941143368,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99446",4.01638302075239,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99447",3.88156379794344,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99448",4.51415078760092,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99449",2.61006979274201,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99450",4.72561633906396,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99451",5.27556037942542,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99452",5.64897423816121,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99453",5.64226161800795,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99454",5.91996854540291,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99455",5.81889528175671,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99456",5.54634863337003,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99457",5.35517017814082,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99458",4.46820433091493,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99459",4.17745946893261,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99460",3.37073817417745,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99461",3.26575941076705,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99462",4.13676527810605,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99463",3.44680789291421,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99464",4.53044663979215,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99465",2.91235066461494,"Undifferentiated","Ordinary","L Meteorite"
"Queen Alexandra Range 99466",4.40549899085902,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99467",2.68102152871429,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99468",2.37954613413017,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99469",4.16355963124357,"Undifferentiated","Ordinary","H Meteorite"
"Queen Alexandra Range 99470",0.693147180559945,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99471",1.33500106673234,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99472",1.33500106673234,"Undifferentiated","Ordinary","LL Meteorite"
"Queen Alexandra Range 99473",-0.510825623765991,"Undifferentiated","Enstatite",NA
